10, 15, 20, 25, 30
3.552436828613281e-05, 0.0003693103790283203, 0.0038275718688964844, 0.033249616622924805, 0.3320035934448242
10, 50, 100, 500, 1000, 5000, 10000, 50000
3.814697265625e-06, 1.71661376953125e-05, 2.86102294921875e-05, 0.00016117095947265625, 0.00029778480529785156, 0.002070903778076172, 0.006082773208618164, 0.11062455177307129
10, 50, 100, 500, 1000, 5000, 10000, 50000
1.52587890625e-05, 1.3113021850585938e-05, 1.2874603271484375e-05, 2.3365020751953125e-05, 2.574920654296875e-05, 6.842613220214844e-05, 0.00015616416931152344, 0.0017576217651367188
274414
